date,name,value,lastValue
4/15/20,Biden,3,4
4/15/20,Coronavirus,121,127
4/15/20,George Floyd,0,0
4/15/20,Pizza,15,15
4/15/20,Police,4,4
4/15/20,Protest,2,0
4/15/20,Stimulus,106,53
4/15/20,Trump,18,18
4/15/20,Weather,40,41
4/16/20,Biden,2,3
4/16/20,Coronavirus,118,121
4/16/20,George Floyd,0,0
4/16/20,Pizza,18,15
4/16/20,Police,4,4
4/16/20,Protest,2,2
4/16/20,Stimulus,77,106
4/16/20,Trump,15,18
4/16/20,Weather,41,40
4/17/20,Biden,2,2
4/17/20,Coronavirus,115,118
4/17/20,George Floyd,0,0
4/17/20,Pizza,24,18
4/17/20,Police,4,4
4/17/20,Protest,1,2
4/17/20,Stimulus,56,77
4/17/20,Trump,15,15
4/17/20,Weather,45,41
4/18/20,Biden,2,2
4/18/20,Coronavirus,124,115
4/18/20,George Floyd,0,0
4/18/20,Pizza,27,24
4/18/20,Police,4,4
4/18/20,Protest,2,1
4/18/20,Stimulus,41,56
4/18/20,Trump,12,15
4/18/20,Weather,52,45
4/19/20,Biden,2,2
4/19/20,Coronavirus,86,124
4/19/20,George Floyd,0,0
4/19/20,Pizza,21,27
4/19/20,Police,4,4
4/19/20,Protest,2,2
4/19/20,Stimulus,30,41
4/19/20,Trump,15,12
4/19/20,Weather,55,52
4/20/20,Biden,2,2
4/20/20,Coronavirus,103,86
4/20/20,George Floyd,0,0
4/20/20,Pizza,15,21
4/20/20,Police,4,4
4/20/20,Protest,2,2
4/20/20,Stimulus,35,30
4/20/20,Trump,12,15
4/20/20,Weather,47,55
4/21/20,Biden,2,2
4/21/20,Coronavirus,109,103
4/21/20,George Floyd,0,0
4/21/20,Pizza,15,15
4/21/20,Police,4,4
4/21/20,Protest,1,2
4/21/20,Stimulus,35,35
4/21/20,Trump,15,12
4/21/20,Weather,45,47
4/22/20,Biden,2,2
4/22/20,Coronavirus,80,109
4/22/20,George Floyd,0,0
4/22/20,Pizza,15,15
4/22/20,Police,4,4
4/22/20,Protest,1,1
4/22/20,Stimulus,35,35
4/22/20,Trump,12,15
4/22/20,Weather,48,45
4/23/20,Biden,2,2
4/23/20,Coronavirus,97,80
4/23/20,George Floyd,0,0
4/23/20,Pizza,15,15
4/23/20,Police,4,4
4/23/20,Protest,1,1
4/23/20,Stimulus,32,35
4/23/20,Trump,12,12
4/23/20,Weather,51,48
4/24/20,Biden,2,2
4/24/20,Coronavirus,100,97
4/24/20,George Floyd,0,0
4/24/20,Pizza,21,15
4/24/20,Police,4,4
4/24/20,Protest,1,1
4/24/20,Stimulus,30,32
4/24/20,Trump,24,12
4/24/20,Weather,48,51
4/25/20,Biden,3,2
4/25/20,Coronavirus,68,100
4/25/20,George Floyd,0,0
4/25/20,Pizza,24,21
4/25/20,Police,4,4
4/25/20,Protest,1,1
4/25/20,Stimulus,27,30
4/25/20,Trump,18,24
4/25/20,Weather,53,48
4/26/20,Biden,2,3
4/26/20,Coronavirus,56,68
4/26/20,George Floyd,0,0
4/26/20,Pizza,21,24
4/26/20,Police,4,4
4/26/20,Protest,0,1
4/26/20,Stimulus,24,27
4/26/20,Trump,15,18
4/26/20,Weather,51,53
4/27/20,Biden,2,2
4/27/20,Coronavirus,59,56
4/27/20,George Floyd,0,0
4/27/20,Pizza,15,21
4/27/20,Police,4,4
4/27/20,Protest,0,0
4/27/20,Stimulus,32,24
4/27/20,Trump,12,15
4/27/20,Weather,45,51
4/28/20,Biden,3,2
4/28/20,Coronavirus,56,59
4/28/20,George Floyd,0,0
4/28/20,Pizza,15,15
4/28/20,Police,4,4
4/28/20,Protest,1,0
4/28/20,Stimulus,30,32
4/28/20,Trump,12,12
4/28/20,Weather,50,45
4/29/20,Biden,3,3
4/29/20,Coronavirus,53,56
4/29/20,George Floyd,0,0
4/29/20,Pizza,15,15
4/29/20,Police,4,4
4/29/20,Protest,0,1
4/29/20,Stimulus,30,30
4/29/20,Trump,9,12
4/29/20,Weather,53,50
4/30/20,Biden,3,3
4/30/20,Coronavirus,47,53
4/30/20,George Floyd,0,0
4/30/20,Pizza,15,15
4/30/20,Police,4,4
4/30/20,Protest,1,0
4/30/20,Stimulus,27,30
4/30/20,Trump,9,9
4/30/20,Weather,41,53
5/1/20,Biden,4,3
5/1/20,Coronavirus,50,47
5/1/20,George Floyd,0,0
5/1/20,Pizza,21,15
5/1/20,Police,4,4
5/1/20,Protest,1,1
5/1/20,Stimulus,24,27
5/1/20,Trump,9,9
5/1/20,Weather,41,41
5/2/20,Biden,3,4
5/2/20,Coronavirus,50,50
5/2/20,George Floyd,0,0
5/2/20,Pizza,24,21
5/2/20,Police,4,4
5/2/20,Protest,1,1
5/2/20,Stimulus,21,24
5/2/20,Trump,9,9
5/2/20,Weather,46,41
5/3/20,Biden,3,3
5/3/20,Coronavirus,50,50
5/3/20,George Floyd,0,0
5/3/20,Pizza,21,24
5/3/20,Police,4,4
5/3/20,Protest,1,1
5/3/20,Stimulus,18,21
5/3/20,Trump,9,9
5/3/20,Weather,51,46
5/4/20,Biden,2,3
5/4/20,Coronavirus,50,50
5/4/20,George Floyd,0,0
5/4/20,Pizza,15,21
5/4/20,Police,5,4
5/4/20,Protest,1,1
5/4/20,Stimulus,24,18
5/4/20,Trump,9,9
5/4/20,Weather,46,51
5/5/20,Biden,2,2
5/5/20,Coronavirus,47,50
5/5/20,George Floyd,0,0
5/5/20,Pizza,15,15
5/5/20,Police,4,5
5/5/20,Protest,1,1
5/5/20,Stimulus,24,24
5/5/20,Trump,9,9
5/5/20,Weather,44,46
5/6/20,Biden,2,2
5/6/20,Coronavirus,47,47
5/6/20,George Floyd,0,0
5/6/20,Pizza,15,15
5/6/20,Police,4,4
5/6/20,Protest,0,1
5/6/20,Stimulus,21,24
5/6/20,Trump,9,9
5/6/20,Weather,47,44
5/7/20,Biden,2,2
5/7/20,Coronavirus,44,47
5/7/20,George Floyd,0,0
5/7/20,Pizza,15,15
5/7/20,Police,5,4
5/7/20,Protest,0,0
5/7/20,Stimulus,21,21
5/7/20,Trump,9,9
5/7/20,Weather,47,47
5/8/20,Biden,2,2
5/8/20,Coronavirus,41,44
5/8/20,George Floyd,0,0
5/8/20,Pizza,21,15
5/8/20,Police,5,5
5/8/20,Protest,0,0
5/8/20,Stimulus,18,21
5/8/20,Trump,9,9
5/8/20,Weather,55,47
5/9/20,Biden,2,2
5/9/20,Coronavirus,44,41
5/9/20,George Floyd,0,0
5/9/20,Pizza,24,21
5/9/20,Police,4,5
5/9/20,Protest,0,0
5/9/20,Stimulus,18,18
5/9/20,Trump,9,9
5/9/20,Weather,54,55
5/10/20,Biden,1,2
5/10/20,Coronavirus,41,44
5/10/20,George Floyd,0,0
5/10/20,Pizza,24,24
5/10/20,Police,4,4
5/10/20,Protest,0,0
5/10/20,Stimulus,12,18
5/10/20,Trump,9,9
5/10/20,Weather,54,54
5/11/20,Biden,1,1
5/11/20,Coronavirus,47,41
5/11/20,George Floyd,0,0
5/11/20,Pizza,15,24
5/11/20,Police,5,4
5/11/20,Protest,0,0
5/11/20,Stimulus,18,12
5/11/20,Trump,9,9
5/11/20,Weather,50,54
5/12/20,Biden,2,1
5/12/20,Coronavirus,44,47
5/12/20,George Floyd,0,0
5/12/20,Pizza,15,15
5/12/20,Police,5,5
5/12/20,Protest,0,0
5/12/20,Stimulus,24,18
5/12/20,Trump,12,9
5/12/20,Weather,48,50
5/13/20,Biden,2,2
5/13/20,Coronavirus,44,44
5/13/20,George Floyd,0,0
5/13/20,Pizza,15,15
5/13/20,Police,5,5
5/13/20,Protest,0,0
5/13/20,Stimulus,27,24
5/13/20,Trump,9,12
5/13/20,Weather,49,48
5/14/20,Biden,2,2
5/14/20,Coronavirus,41,44
5/14/20,George Floyd,0,0
5/14/20,Pizza,15,15
5/14/20,Police,5,5
5/14/20,Protest,1,0
5/14/20,Stimulus,18,27
5/14/20,Trump,9,9
5/14/20,Weather,54,49
5/15/20,Biden,2,2
5/15/20,Coronavirus,41,41
5/15/20,George Floyd,0,0
5/15/20,Pizza,21,15
5/15/20,Police,4,5
5/15/20,Protest,1,1
5/15/20,Stimulus,24,18
5/15/20,Trump,9,9
5/15/20,Weather,59,54
5/16/20,Biden,2,2
5/16/20,Coronavirus,41,41
5/16/20,George Floyd,0,0
5/16/20,Pizza,24,21
5/16/20,Police,4,4
5/16/20,Protest,0,1
5/16/20,Stimulus,32,24
5/16/20,Trump,9,9
5/16/20,Weather,63,59
5/17/20,Biden,2,2
5/17/20,Coronavirus,41,41
5/17/20,George Floyd,0,0
5/17/20,Pizza,21,24
5/17/20,Police,4,4
5/17/20,Protest,0,0
5/17/20,Stimulus,21,32
5/17/20,Trump,12,9
5/17/20,Weather,61,63
5/18/20,Biden,1,2
5/18/20,Coronavirus,38,41
5/18/20,George Floyd,0,0
5/18/20,Pizza,15,21
5/18/20,Police,5,4
5/18/20,Protest,0,0
5/18/20,Stimulus,21,21
5/18/20,Trump,9,12
5/18/20,Weather,58,61
5/19/20,Biden,1,1
5/19/20,Coronavirus,35,38
5/19/20,George Floyd,0,0
5/19/20,Pizza,15,15
5/19/20,Police,4,5
5/19/20,Protest,0,0
5/19/20,Stimulus,24,21
5/19/20,Trump,12,9
5/19/20,Weather,51,58
5/20/20,Biden,2,1
5/20/20,Coronavirus,32,35
5/20/20,George Floyd,0,0
5/20/20,Pizza,15,15
5/20/20,Police,4,4
5/20/20,Protest,0,0
5/20/20,Stimulus,24,24
5/20/20,Trump,12,12
5/20/20,Weather,51,51
5/21/20,Biden,2,2
5/21/20,Coronavirus,32,32
5/21/20,George Floyd,0,0
5/21/20,Pizza,15,15
5/21/20,Police,4,4
5/21/20,Protest,0,0
5/21/20,Stimulus,18,24
5/21/20,Trump,9,12
5/21/20,Weather,54,51
5/22/20,Biden,6,2
5/22/20,Coronavirus,30,32
5/22/20,George Floyd,0,0
5/22/20,Pizza,24,15
5/22/20,Police,4,4
5/22/20,Protest,0,0
5/22/20,Stimulus,15,18
5/22/20,Trump,12,9
5/22/20,Weather,63,54
5/23/20,Biden,6,6
5/23/20,Coronavirus,30,30
5/23/20,George Floyd,0,0
5/23/20,Pizza,24,24
5/23/20,Police,4,4
5/23/20,Protest,0,0
5/23/20,Stimulus,15,15
5/23/20,Trump,9,12
5/23/20,Weather,74,63
5/24/20,Biden,4,6
5/24/20,Coronavirus,32,30
5/24/20,George Floyd,0,0
5/24/20,Pizza,21,24
5/24/20,Police,4,4
5/24/20,Protest,0,0
5/24/20,Stimulus,12,15
5/24/20,Trump,9,9
5/24/20,Weather,74,74
5/25/20,Biden,3,4
5/25/20,Coronavirus,32,32
5/25/20,George Floyd,0,0
5/25/20,Pizza,18,21
5/25/20,Police,4,4
5/25/20,Protest,0,0
5/25/20,Stimulus,12,12
5/25/20,Trump,12,9
5/25/20,Weather,74,74
5/26/20,Biden,3,3
5/26/20,Coronavirus,32,32
5/26/20,George Floyd,3,0
5/26/20,Pizza,15,18
5/26/20,Police,8,4
5/26/20,Protest,0,0
5/26/20,Stimulus,15,12
5/26/20,Trump,9,12
5/26/20,Weather,62,74
5/27/20,Biden,2,3
5/27/20,Coronavirus,30,32
5/27/20,George Floyd,23,3
5/27/20,Pizza,15,15
5/27/20,Police,14,8
5/27/20,Protest,2,0
5/27/20,Stimulus,15,15
5/27/20,Trump,12,9
5/27/20,Weather,64,62
5/28/20,Biden,2,2
5/28/20,Coronavirus,27,30
5/28/20,George Floyd,33,23
5/28/20,Pizza,15,15
5/28/20,Police,15,14
5/28/20,Protest,4,2
5/28/20,Stimulus,15,15
5/28/20,Trump,15,12
5/28/20,Weather,62,64
5/29/20,Biden,2,2
5/29/20,Coronavirus,27,27
5/29/20,George Floyd,37,33
5/29/20,Pizza,21,15
5/29/20,Police,21,15
5/29/20,Protest,9,4
5/29/20,Stimulus,15,15
5/29/20,Trump,21,15
5/29/20,Weather,60,62
5/30/20,Biden,2,2
5/30/20,Coronavirus,24,27
5/30/20,George Floyd,36,37
5/30/20,Pizza,24,21
5/30/20,Police,19,21
5/30/20,Protest,26,9
5/30/20,Stimulus,12,15
5/30/20,Trump,18,21
5/30/20,Weather,57,60
5/31/20,Biden,2,2
5/31/20,Coronavirus,24,24
5/31/20,George Floyd,35,36
5/31/20,Pizza,21,24
5/31/20,Police,26,19
5/31/20,Protest,44,26
5/31/20,Stimulus,9,12
5/31/20,Trump,21,18
5/31/20,Weather,49,57
6/1/20,Biden,2,2
6/1/20,Coronavirus,24,24
6/1/20,George Floyd,28,35
6/1/20,Pizza,15,21
6/1/20,Police,25,26
6/1/20,Protest,34,44
6/1/20,Stimulus,12,9
6/1/20,Trump,30,21
6/1/20,Weather,45,49
6/2/20,Biden,4,2
6/2/20,Coronavirus,24,24
6/2/20,George Floyd,21,28
6/2/20,Pizza,15,15
6/2/20,Police,24,25
6/2/20,Protest,27,34
6/2/20,Stimulus,12,12
6/2/20,Trump,35,30
6/2/20,Weather,51,45
6/3/20,Biden,3,4
6/3/20,Coronavirus,21,24
6/3/20,George Floyd,21,21
6/3/20,Pizza,15,15
6/3/20,Police,22,24
6/3/20,Protest,19,27
6/3/20,Stimulus,12,12
6/3/20,Trump,27,35
6/3/20,Weather,62,51
6/4/20,Biden,2,3
6/4/20,Coronavirus,21,21
6/4/20,George Floyd,25,21
6/4/20,Pizza,15,15
6/4/20,Police,19,22
6/4/20,Protest,14,19
6/4/20,Stimulus,12,12
6/4/20,Trump,21,27
6/4/20,Weather,61,62
6/5/20,Biden,2,2
6/5/20,Coronavirus,21,21
6/5/20,George Floyd,17,25
6/5/20,Pizza,21,15
6/5/20,Police,22,19
6/5/20,Protest,12,14
6/5/20,Stimulus,12,12
6/5/20,Trump,21,21
6/5/20,Weather,65,61
6/6/20,Biden,3,2
6/6/20,Coronavirus,21,21
6/6/20,George Floyd,13,17
6/6/20,Pizza,24,21
6/6/20,Police,19,22
6/6/20,Protest,15,12
6/6/20,Stimulus,9,12
6/6/20,Trump,21,21
6/6/20,Weather,66,65
6/7/20,Biden,2,3
6/7/20,Coronavirus,21,21
6/7/20,George Floyd,10,13
6/7/20,Pizza,21,24
6/7/20,Police,18,19
6/7/20,Protest,11,15
6/7/20,Stimulus,9,9
6/7/20,Trump,18,21
6/7/20,Weather,59,66
6/8/20,Biden,2,2
6/8/20,Coronavirus,24,21
6/8/20,George Floyd,9,10
6/8/20,Pizza,15,21
6/8/20,Police,22,18
6/8/20,Protest,6,11
6/8/20,Stimulus,9,9
6/8/20,Trump,15,18
6/8/20,Weather,52,59
6/9/20,Biden,2,2
6/9/20,Coronavirus,24,24
6/9/20,George Floyd,14,9
6/9/20,Pizza,15,15
6/9/20,Police,17,22
6/9/20,Protest,4,6
6/9/20,Stimulus,9,9
6/9/20,Trump,15,15
6/9/20,Weather,60,52
6/10/20,Biden,2,2
6/10/20,Coronavirus,24,24
6/10/20,George Floyd,9,14
6/10/20,Pizza,15,15
6/10/20,Police,14,17
6/10/20,Protest,3,4
6/10/20,Stimulus,9,9
6/10/20,Trump,12,15
6/10/20,Weather,64,60
6/11/20,Biden,2,2
6/11/20,Coronavirus,24,24
6/11/20,George Floyd,6,9
6/11/20,Pizza,15,15
6/11/20,Police,13,14
6/11/20,Protest,4,3
6/11/20,Stimulus,9,9
6/11/20,Trump,15,12
6/11/20,Weather,54,64
6/12/20,Biden,2,2
6/12/20,Coronavirus,24,24
6/12/20,George Floyd,4,6
6/12/20,Pizza,21,15
6/12/20,Police,12,13
6/12/20,Protest,5,4
6/12/20,Stimulus,9,9
6/12/20,Trump,15,15
6/12/20,Weather,44,54
6/13/20,Biden,2,2
6/13/20,Coronavirus,24,24
6/13/20,George Floyd,4,4
6/13/20,Pizza,24,21
6/13/20,Police,12,12
6/13/20,Protest,4,5
6/13/20,Stimulus,6,9
6/13/20,Trump,18,15
6/13/20,Weather,49,44
6/14/20,Biden,2,2
6/14/20,Coronavirus,24,24
6/14/20,George Floyd,3,4
6/14/20,Pizza,21,24
6/14/20,Police,14,12
6/14/20,Protest,4,4
6/14/20,Stimulus,6,6
6/14/20,Trump,24,18
6/14/20,Weather,48,49
6/15/20,Biden,2,2
6/15/20,Coronavirus,24,24
6/15/20,George Floyd,3,3
6/15/20,Pizza,15,21
6/15/20,Police,11,14
6/15/20,Protest,2,4
6/15/20,Stimulus,9,6
6/15/20,Trump,21,24
6/15/20,Weather,44,48
6/16/20,Biden,2,2
6/16/20,Coronavirus,24,24
6/16/20,George Floyd,3,3
6/16/20,Pizza,15,15
6/16/20,Police,11,11
6/16/20,Protest,2,2
6/16/20,Stimulus,9,9
6/16/20,Trump,15,21
6/16/20,Weather,42,44
6/17/20,Biden,2,2
6/17/20,Coronavirus,24,24
6/17/20,George Floyd,2,3
6/17/20,Pizza,15,15
6/17/20,Police,11,11
6/17/20,Protest,2,2
6/17/20,Stimulus,9,9
6/17/20,Trump,15,15
6/17/20,Weather,45,42
6/18/20,Biden,2,2
6/18/20,Coronavirus,24,24
6/18/20,George Floyd,2,2
6/18/20,Pizza,15,15
6/18/20,Police,16,11
6/18/20,Protest,2,2
6/18/20,Stimulus,9,9
6/18/20,Trump,18,15
6/18/20,Weather,49,45
6/19/20,Biden,3,2
6/19/20,Coronavirus,24,24
6/19/20,George Floyd,2,2
6/19/20,Pizza,21,15
6/19/20,Police,10,16
6/19/20,Protest,2,2
6/19/20,Stimulus,6,9
6/19/20,Trump,18,18
6/19/20,Weather,56,49
6/20/20,Biden,3,3
6/20/20,Coronavirus,24,24
6/20/20,George Floyd,2,2
6/20/20,Pizza,24,21
6/20/20,Police,9,10
6/20/20,Protest,2,2
6/20/20,Stimulus,6,6
6/20/20,Trump,30,18
6/20/20,Weather,64,56
6/21/20,Biden,4,3
6/21/20,Coronavirus,24,24
6/21/20,George Floyd,2,2
6/21/20,Pizza,24,24
6/21/20,Police,8,9
6/21/20,Protest,1,2
6/21/20,Stimulus,6,6
6/21/20,Trump,41,30
6/21/20,Weather,61,64
6/22/20,Biden,3,4
6/22/20,Coronavirus,27,24
6/22/20,George Floyd,2,2
6/22/20,Pizza,15,24
6/22/20,Police,8,8
6/22/20,Protest,1,1
6/22/20,Stimulus,6,6
6/22/20,Trump,21,41
6/22/20,Weather,59,61
6/23/20,Biden,3,3
6/23/20,Coronavirus,27,27
6/23/20,George Floyd,2,2
6/23/20,Pizza,15,15
6/23/20,Police,8,8
6/23/20,Protest,1,1
6/23/20,Stimulus,12,6
6/23/20,Trump,21,21
6/23/20,Weather,57,59
6/24/20,Biden,3,3
6/24/20,Coronavirus,30,27
6/24/20,George Floyd,1,2
6/24/20,Pizza,15,15
6/24/20,Police,8,8
6/24/20,Protest,1,1
6/24/20,Stimulus,12,12
6/24/20,Trump,18,21
6/24/20,Weather,51,57
6/25/20,Biden,3,3
6/25/20,Coronavirus,32,30
6/25/20,George Floyd,1,1
6/25/20,Pizza,15,15
6/25/20,Police,8,8
6/25/20,Protest,1,1
6/25/20,Stimulus,9,12
6/25/20,Trump,15,18
6/25/20,Weather,50,51
6/26/20,Biden,4,3
6/26/20,Coronavirus,35,32
6/26/20,George Floyd,1,1
6/26/20,Pizza,21,15
6/26/20,Police,8,8
6/26/20,Protest,1,1
6/26/20,Stimulus,9,9
6/26/20,Trump,15,15
6/26/20,Weather,58,50
6/27/20,Biden,3,4
6/27/20,Coronavirus,32,35
6/27/20,George Floyd,1,1
6/27/20,Pizza,24,21
6/27/20,Police,8,8
6/27/20,Protest,1,1
6/27/20,Stimulus,6,9
6/27/20,Trump,18,15
6/27/20,Weather,69,58
6/28/20,Biden,3,3
6/28/20,Coronavirus,32,32
6/28/20,George Floyd,1,1
6/28/20,Pizza,24,24
6/28/20,Police,7,8
6/28/20,Protest,1,1
6/28/20,Stimulus,6,6
6/28/20,Trump,24,18
6/28/20,Weather,62,69
6/29/20,Biden,2,3
6/29/20,Coronavirus,32,32
6/29/20,George Floyd,1,1
6/29/20,Pizza,15,24
6/29/20,Police,8,7
6/29/20,Protest,1,1
6/29/20,Stimulus,9,6
6/29/20,Trump,21,24
6/29/20,Weather,54,62
6/30/20,Biden,3,2
6/30/20,Coronavirus,32,32
6/30/20,George Floyd,1,1
6/30/20,Pizza,15,15
6/30/20,Police,8,8
6/30/20,Protest,1,1
6/30/20,Stimulus,9,9
6/30/20,Trump,18,21
6/30/20,Weather,51,54
7/1/20,Biden,3,3
7/1/20,Coronavirus,32,32
7/1/20,George Floyd,1,1
7/1/20,Pizza,18,15
7/1/20,Police,8,8
7/1/20,Protest,1,1
7/1/20,Stimulus,9,9
7/1/20,Trump,15,18
7/1/20,Weather,50,51
7/2/20,Biden,3,3
7/2/20,Coronavirus,32,32
7/2/20,George Floyd,1,1
7/2/20,Pizza,18,18
7/2/20,Police,7,8
7/2/20,Protest,1,1
7/2/20,Stimulus,9,9
7/2/20,Trump,15,15
7/2/20,Weather,43,50
7/3/20,Biden,2,3
7/3/20,Coronavirus,32,32
7/3/20,George Floyd,1,1
7/3/20,Pizza,24,18
7/3/20,Police,7,7
7/3/20,Protest,1,1
7/3/20,Stimulus,6,9
7/3/20,Trump,15,15
7/3/20,Weather,48,43
7/4/20,Biden,3,2
7/4/20,Coronavirus,30,32
7/4/20,George Floyd,1,1
7/4/20,Pizza,21,24
7/4/20,Police,7,7
7/4/20,Protest,2,1
7/4/20,Stimulus,6,6
7/4/20,Trump,27,15
7/4/20,Weather,50,48
7/5/20,Biden,3,3
7/5/20,Coronavirus,30,30
7/5/20,George Floyd,1,1
7/5/20,Pizza,24,21
7/5/20,Police,7,7
7/5/20,Protest,2,2
7/5/20,Stimulus,6,6
7/5/20,Trump,18,27
7/5/20,Weather,52,50
7/6/20,Biden,2,3
7/6/20,Coronavirus,32,30
7/6/20,George Floyd,1,1
7/6/20,Pizza,15,24
7/6/20,Police,6,7
7/6/20,Protest,1,2
7/6/20,Stimulus,9,6
7/6/20,Trump,15,18
7/6/20,Weather,54,52
7/7/20,Biden,2,2
7/7/20,Coronavirus,32,32
7/7/20,George Floyd,1,1
7/7/20,Pizza,15,15
7/7/20,Police,6,6
7/7/20,Protest,1,1
7/7/20,Stimulus,9,9
7/7/20,Trump,18,15
7/7/20,Weather,53,54
7/8/20,Biden,2,2
7/8/20,Coronavirus,32,32
7/8/20,George Floyd,1,1
7/8/20,Pizza,15,15
7/8/20,Police,7,6
7/8/20,Protest,1,1
7/8/20,Stimulus,9,9
7/8/20,Trump,18,18
7/8/20,Weather,51,53
7/9/20,Biden,3,2
7/9/20,Coronavirus,30,32
7/9/20,George Floyd,1,1
7/9/20,Pizza,15,15
7/9/20,Police,6,7
7/9/20,Protest,1,1
7/9/20,Stimulus,9,9
7/9/20,Trump,18,18
7/9/20,Weather,52,51
7/10/20,Biden,3,3
7/10/20,Coronavirus,30,30
7/10/20,George Floyd,1,1
7/10/20,Pizza,21,15
7/10/20,Police,7,6
7/10/20,Protest,1,1
7/10/20,Stimulus,9,9
7/10/20,Trump,15,18
7/10/20,Weather,62,52
7/11/20,Biden,3,3
7/11/20,Coronavirus,30,30
7/11/20,George Floyd,1,1
7/11/20,Pizza,24,21
7/11/20,Police,6,7
7/11/20,Protest,1,1
7/11/20,Stimulus,6,9
7/11/20,Trump,15,15
7/11/20,Weather,60,62
7/12/20,Biden,3,3
7/12/20,Coronavirus,32,30
7/12/20,George Floyd,1,1
7/12/20,Pizza,24,24
7/12/20,Police,6,6
7/12/20,Protest,1,1
7/12/20,Stimulus,6,6
7/12/20,Trump,15,15
7/12/20,Weather,55,60
7/13/20,Biden,2,3
7/13/20,Coronavirus,35,32
7/13/20,George Floyd,0,1
7/13/20,Pizza,15,24
7/13/20,Police,6,6
7/13/20,Protest,1,1
7/13/20,Stimulus,9,6
7/13/20,Trump,12,15
7/13/20,Weather,45,55
7/14/20,Biden,3,2
7/14/20,Coronavirus,35,35
7/14/20,George Floyd,1,0
7/14/20,Pizza,15,15
7/14/20,Police,7,6
7/14/20,Protest,1,1
7/14/20,Stimulus,9,9
7/14/20,Trump,15,12
7/14/20,Weather,41,45
7/15/20,Biden,3,3
7/15/20,Coronavirus,30,35
7/15/20,George Floyd,1,1
7/15/20,Pizza,15,15
7/15/20,Police,6,7
7/15/20,Protest,1,1
7/15/20,Stimulus,9,9
7/15/20,Trump,18,15
7/15/20,Weather,44,41
7/16/20,Biden,3,3
7/16/20,Coronavirus,27,30
7/16/20,George Floyd,1,1
7/16/20,Pizza,15,15
7/16/20,Police,6,6
7/16/20,Protest,1,1
7/16/20,Stimulus,9,9
7/16/20,Trump,15,18
7/16/20,Weather,45,44
7/17/20,Biden,2,3
7/17/20,Coronavirus,27,27
7/17/20,George Floyd,0,1
7/17/20,Pizza,21,15
7/17/20,Police,6,6
7/17/20,Protest,1,1
7/17/20,Stimulus,6,9
7/17/20,Trump,15,15
7/17/20,Weather,46,45
7/18/20,Biden,3,2
7/18/20,Coronavirus,27,27
7/18/20,George Floyd,0,0
7/18/20,Pizza,24,21
7/18/20,Police,6,6
7/18/20,Protest,1,1
7/18/20,Stimulus,6,6
7/18/20,Trump,18,15
7/18/20,Weather,50,46
7/19/20,Biden,3,3
7/19/20,Coronavirus,27,27
7/19/20,George Floyd,0,0
7/19/20,Pizza,24,24
7/19/20,Police,6,6
7/19/20,Protest,1,1
7/19/20,Stimulus,6,6
7/19/20,Trump,15,18
7/19/20,Weather,56,50
7/20/20,Biden,3,3
7/20/20,Coronavirus,27,27
7/20/20,George Floyd,0,0
7/20/20,Pizza,15,24
7/20/20,Police,6,6
7/20/20,Protest,1,1
7/20/20,Stimulus,12,6
7/20/20,Trump,15,15
7/20/20,Weather,49,56
7/21/20,Biden,3,3
7/21/20,Coronavirus,24,27
7/21/20,George Floyd,0,0
7/21/20,Pizza,15,15
7/21/20,Police,6,6
7/21/20,Protest,1,1
7/21/20,Stimulus,15,12
7/21/20,Trump,15,15
7/21/20,Weather,50,49
7/22/20,Biden,3,3
7/22/20,Coronavirus,24,24
7/22/20,George Floyd,0,0
7/22/20,Pizza,15,15
7/22/20,Police,6,6
7/22/20,Protest,1,1
7/22/20,Stimulus,12,15
7/22/20,Trump,15,15
7/22/20,Weather,57,50
7/23/20,Biden,3,3
7/23/20,Coronavirus,24,24
7/23/20,George Floyd,1,0
7/23/20,Pizza,15,15
7/23/20,Police,6,6
7/23/20,Protest,1,1
7/23/20,Stimulus,18,12
7/23/20,Trump,15,15
7/23/20,Weather,53,57
7/24/20,Biden,3,3
7/24/20,Coronavirus,21,24
7/24/20,George Floyd,0,1
7/24/20,Pizza,21,15
7/24/20,Police,6,6
7/24/20,Protest,1,1
7/24/20,Stimulus,21,18
7/24/20,Trump,15,15
7/24/20,Weather,51,53
7/25/20,Biden,2,3
7/25/20,Coronavirus,21,21
7/25/20,George Floyd,0,0
7/25/20,Pizza,24,21
7/25/20,Police,5,6
7/25/20,Protest,1,1
7/25/20,Stimulus,12,21
7/25/20,Trump,12,15
7/25/20,Weather,53,51
7/26/20,Biden,3,2
7/26/20,Coronavirus,21,21
7/26/20,George Floyd,0,0
7/26/20,Pizza,24,24
7/26/20,Police,6,5
7/26/20,Protest,2,1
7/26/20,Stimulus,15,12
7/26/20,Trump,12,12
7/26/20,Weather,54,53
7/27/20,Biden,3,3
7/27/20,Coronavirus,24,21
7/27/20,George Floyd,0,0
7/27/20,Pizza,15,24
7/27/20,Police,6,6
7/27/20,Protest,1,2
7/27/20,Stimulus,24,15
7/27/20,Trump,12,12
7/27/20,Weather,53,54
7/28/20,Biden,3,3
7/28/20,Coronavirus,21,24
7/28/20,George Floyd,0,0
7/28/20,Pizza,15,15
7/28/20,Police,6,6
7/28/20,Protest,1,1
7/28/20,Stimulus,24,24
7/28/20,Trump,15,12
7/28/20,Weather,50,53
7/29/20,Biden,4,3
