date,name,value,lastValue
7/2/20,Stimulus,3,3
7/2/20,Trump,5,5
7/3/20,Trump,5,6
7/3/20,Weather,17,14
7/3/20,Coronavirus,11,11
7/3/20,Stimulus,2,3
7/3/20,Pizza,8,5
7/4/20,Pizza,7,5
7/4/20,Weather,17,17
7/4/20,Stimulus,2,11
7/4/20,Coronavirus,10,2
7/4/20,Trump,8,8
7/5/20,Weather,17,7
7/5/20,Stimulus,2,17
7/5/20,Coronavirus,11,2
7/5/20,Trump,6,10
7/5/20,Pizza,8,8
7/6/20,Weather,18,17
7/6/20,Stimulus,3,2
7/6/20,Coronavirus,11,11
7/6/20,Pizza,5,6
7/6/20,Trump,5,8
7/7/20,Stimulus,3,18
7/7/20,Coronavirus,11,3
7/7/20,Pizza,5,11
7/7/20,Trump,6,5
7/7/20,Weather,18,5
7/8/20,Trump,6,3
7/8/20,Coronavirus,11,11
7/8/20,Pizza,5,5
7/8/20,Weather,17,6
7/8/20,Stimulus,3,18
7/9/20,Coronavirus,10,6
7/9/20,Pizza,5,11
7/9/20,Stimulus,3,5
7/9/20,Weather,18,17
7/9/20,Trump,6,3
7/10/20,Coronavirus,10,10
7/10/20,Trump,5,5
7/10/20,Pizza,7,3
7/10/20,Weather,21,18
7/10/20,Stimulus,3,6
7/11/20,Weather,20,10
7/11/20,Coronavirus,10,5
7/11/20,Stimulus,2,7
7/11/20,Pizza,8,21
7/11/20,Trump,5,3
7/12/20,Pizza,7,20
7/12/20,Weather,18,10
7/12/20,Coronavirus,11,2
7/12/20,Stimulus,2,8
7/12/20,Trump,5,5
7/13/20,Coronavirus,12,7
7/13/20,Trump,5,18
7/13/20,Pizza,5,11
7/13/20,Weather,15,2
7/13/20,Stimulus,3,5
7/14/20,Trump,5,12
7/14/20,Pizza,5,5
7/14/20,Coronavirus,12,5
7/14/20,Weather,14,15
7/14/20,Stimulus,3,3
7/15/20,Coronavirus,10,5
7/15/20,Weather,15,5
7/15/20,Pizza,5,12
7/15/20,Stimulus,3,14
7/15/20,Trump,6,3
7/16/20,Weather,15,10
7/16/20,Pizza,5,15
7/16/20,Stimulus,3,5
7/16/20,Trump,5,3
7/16/20,Coronavirus,9,6
7/17/20,Weather,16,15
7/17/20,Coronavirus,9,5
7/17/20,Stimulus,2,3
7/17/20,Trump,5,5
7/17/20,Pizza,7,9
7/18/20,Trump,5,16
7/18/20,Weather,17,9
7/18/20,Coronavirus,9,2
7/18/20,Stimulus,2,5
7/18/20,Pizza,8,7
7/19/20,Weather,19,5
7/19/20,Coronavirus,9,17
7/19/20,Trump,5,9
7/19/20,Stimulus,2,2
7/19/20,Pizza,8,8
7/20/20,Coronavirus,9,19
7/20/20,Pizza,5,9
7/20/20,Trump,5,5
7/20/20,Weather,16,2
7/20/20,Stimulus,4,8
7/21/20,Stimulus,5,9
7/21/20,Weather,17,5
7/21/20,Pizza,5,5
7/21/20,Trump,5,16
7/21/20,Coronavirus,8,4
7/22/20,Weather,19,5
7/22/20,Pizza,5,17
7/22/20,Stimulus,4,5
7/22/20,Trump,5,5
7/22/20,Coronavirus,8,8
7/23/20,Weather,18,19
7/23/20,Trump,5,5
7/23/20,Stimulus,7,4
7/23/20,Coronavirus,8,5
7/23/20,Pizza,5,8
7/24/20,Pizza,7,18
7/24/20,Weather,18,5
7/24/20,Coronavirus,7,7
7/24/20,Trump,5,8
7/24/20,Stimulus,7,5
7/25/20,Stimulus,4,7
7/25/20,Weather,19,18
7/25/20,Coronavirus,7,7
7/25/20,Pizza,8,5
7/25/20,Trump,4,7
7/26/20,Coronavirus,7,4
7/26/20,Pizza,7,19
7/26/20,Trump,4,7
7/26/20,Weather,18,8
7/26/20,Stimulus,5,4
7/27/20,Pizza,5,7
7/27/20,Coronavirus,8,7
7/27/20,Stimulus,9,4
7/27/20,Weather,18,18
7/27/20,Trump,4,5
7/28/20,Stimulus,8,5
7/28/20,Trump,5,8
7/28/20,Weather,17,9
7/28/20,Pizza,5,18
7/28/20,Coronavirus,7,4
7/29/20,Weather,16,8
7/29/20,Pizza,5,5
7/29/20,Stimulus,7,17
7/29/20,Coronavirus,7,5
7/29/20,Trump,5,7
7/30/20,Pizza,6,16
7/30/20,Stimulus,6,5
7/30/20,Coronavirus,7,7
7/30/20,Weather,18,7
7/30/20,Trump,6,5
7/31/20,Trump,5,6
7/31/20,Pizza,7,6
7/31/20,Weather,19,7
7/31/20,Stimulus,5,18
7/31/20,Coronavirus,7,6
8/1/20,Coronavirus,6,5
8/1/20,Pizza,8,7
8/1/20,Stimulus,4,19
8/1/20,Trump,6,5
8/1/20,Weather,21,7
8/2/20,Coronavirus,6,6
8/2/20,Pizza,8,8
8/2/20,Stimulus,4,4
8/2/20,Trump,5,6
8/2/20,Weather,22,21
8/3/20,Pizza,5,6
8/3/20,Trump,4,8
8/3/20,Stimulus,5,4
8/3/20,Coronavirus,7,5
8/3/20,Weather,21,22
8/4/20,Trump,5,5
8/4/20,Coronavirus,6,4
8/4/20,Pizza,5,5
8/4/20,Weather,22,7
8/4/20,Stimulus,6,21
8/5/20,Trump,5,5
8/5/20,Weather,14,6
8/5/20,Pizza,5,5
8/5/20,Coronavirus,6,22
8/5/20,Stimulus,6,6
8/6/20,Pizza,5,5
8/6/20,Trump,5,14
8/6/20,Weather,15,5
8/6/20,Coronavirus,6,6
8/6/20,Stimulus,6,6
8/7/20,Trump,5,5
8/7/20,Weather,15,5
8/7/20,Stimulus,8,15
8/7/20,Coronavirus,6,6
8/7/20,Pizza,7,6
8/8/20,Stimulus,8,5
8/8/20,Trump,7,15
8/8/20,Pizza,8,8
8/8/20,Weather,15,6
8/8/20,Coronavirus,5,7
8/9/20,Pizza,7,8
8/9/20,Coronavirus,6,7
8/9/20,Weather,15,8
8/9/20,Stimulus,6,15
8/9/20,Trump,7,5
8/10/20,Coronavirus,5,7
8/10/20,Pizza,5,6
8/10/20,Weather,18,15
8/10/20,Stimulus,6,6
8/10/20,Trump,6,6
